text	label	clean_text
Yesterday was my birthday... my mom spent the day with me trying to make it special to undo some of the damage my ex had done. I honestly would be lost with out her. #mentalillness #mentalhealth #selfcare #bipolar #bpd #anxiety #depression #ptsd #chronicillness	1	yesterday birthday mom spent day trying make special undo damage ex done honestly would lost
Check out my link in bio for 12 Tips to help you overcome performance anxiety 💕 #perfomance #anxiety #12Tips #blogger	1	check link bio 12 tip help overcome performance anxiety
I need to do laundry and I need to shower but I have absolutely no energy or motivation to even get up. #mentalhealth #depression #anxiety	1	need laundry need shower absolutely energy motivation even get
4 PM EST Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic	1	4 pm est reminder ok safe panic
Why is college designed to be so difficult? People with anxiety disorders and mental health issues just have a harder time transitioning from high school to college when writing and printing a paper is so bloody difficult. #mentalhealth #MentalHealthMatters #anxiety	1	college designed difficult people anxiety disorder mental health issue harder time transitioning high school college writing printing paper bloody difficult
"The only difference between the “old you” and the “anxious you” is your attention has switched from outwards and engaged, to inwards and ruminative. 

#mentalhealth #psychology #anxiety"	1	difference old anxious attention switched outwards engaged inwards ruminative
the moment when you overcome your social anxiety and tell it to shut up. #mentalhealth #actress #anxiety #Believe	1	moment overcome social anxiety tell shut
"Bipolar Daily Goals 
❤Take meds
🔲Make porcupine meatballs
🔲Cook said meatballs 
🔲Eat
🔲Dishes
🔲Read
#bipolar #anxiety #mentalhealth #depression #mentalillness"	1	bipolar daily goal take med make porcupine meatball cook said meatball eat dish read
"Anxiety is a counterintuitive problem, so the answer is to work with it, not oppose it. 
#anxiety #mentalhealthsupport"	1	anxiety counterintuitive problem answer work oppose
This week I’m dealing w/ a fairly minor but yet unknown medical thing. My clinic managed to get me into an RN right away, I have a plan, it’s prob nothing. BUT the level of #anxiety I have abt whether/not I’ll be able to access care if its not nothing is astronomical. #skpoli	1	week dealing w fairly minor yet unknown medical thing clinic managed get rn right away plan prob nothing level abt whether able access care nothing astronomical
"When your worry is linked to an actual problem, use these 2 questions to test it out:
1. Does the problem I’m worrying about exist in the “here and now” outside of my imagination?
2. If it actually does, is there anything I can do to change it right now?
#anxiety #mentalhealth"	1	worry linked actual problem use 2 question test 1 problem worrying exist outside imagination 2 actually anything change right
#Newsnight report on #depression and #anxiety feels all too real. Hard to believe it was 19 months ago when I was crippled with panic attacks triggered by the pandemic. Things do get better and everything is temporary though. Still have some rough days but...	1	report feel real hard believe 19 month ago crippled panic attack triggered pandemic thing get better everything temporary though still rough day
I  can't wait to get the hell out. I'll kill myself . #anxiety @Imheret45140132	1	wait get hell kill
My nephew. Extrovert. On the honor roll since he started school. Got in an accelerated education program. Never a problem. WAS to graduate this year. But failed 3 subjects he’s always been good at. Now on #Anxiety pills.  How do these things just happen?	1	nephew extrovert honor roll since started school got accelerated education program never problem graduate year failed 3 subject always good pill thing happen
Anybody else 💩 their entire existence out before an event or is that just me? #anxiety	1	anybody else entire existence event
"For anyone who has a bad parent: I will be you parent. Call me Dad or Ren :)

I'm getting Culver's for dinner, anyone want anything? We have leftover pasta and stuff for homemade sandwiches if you'd rather have that!

#mentalhealth #anxiety #highschool #toxicparents"	1	anyone bad parent parent call dad ren getting culver dinner anyone want anything leftover pasta stuff homemade sandwich rather
"It has been such a long week. We decided it might be the right time to bump therapy to 2x a week for a while and it's been an unexpected relief to have the support. Sure, it's been fun tweaking schedules to make it work but here we are! 
#depression #anxiety"	1	long week decided might right time bump therapy 2x week unexpected relief support sure fun tweaking schedule make work
"#HealthLogic #ScienceReality

#Depression known to increase incidence and mortality with #cardiovascular, #cancer, other diseases. #Covid19 increasing depression, which interconnects with #anxiety and #suicide.

All these #HealthProblems are increasing

#SharedFacts"	1	known increase incidence mortality disease increasing depression interconnects increasing
I need a therapist so I can learn how to deal with my other therapist. 😓 #anxiety	1	need therapist learn deal therapist
Remember, in a stressful situation with your child (such as #vaccination) the most important piece of the puzzle is you…your level of stress (or calm!) is a major predictor of your kid’s distress. That calm is contagious. #protectkids #anxiety #vaccination	1	remember stressful situation child important piece puzzle level stress calm major predictor kid distress calm contagious
For the second time in my life. I get random #anxiety attacks.	1	second time life get random attack
I made it through a hormonally challenging week. You gotta push through, even when it feels so overwhelming. #mentalhealth #MentalHealthAwareness #pms #depression #anxiety	1	made hormonally challenging week got ta push even feel overwhelming
think about what you want to achieve for next week. Completing a task does not have to be perfect, it just has to be done. Stop trying to be perfect, just get it done. #mentalhealth #MentalHealthMatters #depression #anxietydisorder #anxiety #life	1	think want achieve next week completing task perfect done stop trying perfect get done
When you have a task to do and anxiety takes over. Don't obsess over getting it done perfectly, just get it done to the best of your ability. #mentalhealth #anxiety	1	task anxiety take ob getting done perfectly get done best ability
Some of us can't move in strides, we only have the energy to move in inches. That's ok.  It's still moving. Nurture your own lane. #mentalhealth #anxiety #depression	1	u move stride energy move inch ok still moving nurture lane
Had a tough night. But I won’t give up #Anxiety #Depression #MentalAgeTest #MentalHealthMatters	1	tough night give
Normalize saying... 'I fucked up... Dunno what happened... I'm just not ok'... #MentalHealthAwareness #depression #anxiety #trying #imhereforyou	1	normalize saying fucked dunno happened ok
Everybody hurts, but I don't judge #mentals. #ptsd #anxiety #depression #Schizophrenia #autistic #Autism #Trauma 💯🖤👌🏾 #ItsAllLove	1	everybody hurt judge
#thecancerchronicles. Doing some personal research. I was diagnosed with cancer in mid 2020. All treatments, appointments, surgeries, I went alone: no support allowed. Who else had to go through this? It's very traumatic for many reasons. #COVID19 #ptsd #anxiety @thePMCF	1	personal research diagnosed cancer mid 2020 treatment appointment surgery went alone support allowed else go traumatic many reason
"Another dream about spiders

#anxiety"	1	another dream spider
The number one symptom of #burnout is exhaustion. It's physical, emotional, and cognitive. Manage your #stress levels by managing your time more effectively. Avoid #anxiety. #beatingburnout #ctwellnessco	1	number one symptom exhaustion physical emotional cognitive manage level managing time effectively avoid
